1381894094,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/downtown-sherbourne-adelaide-e-fully-functional-den-for-rent/1381894094,"Downtown Sherbourne & Adelaide E, Fully functional den for rent","$1,000.00",< 5 km,05/09/2018

1381669649,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/looking-for-a-room/1381669649,Looking for a room,$500.00,< 5 km,04/09/2018

1381463860,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/clean-and-comfortable-room-in-2-bdrm-basement-apartment/1381463860,Clean and comfortable room in 2 bdrm basement apartment,$750.00,< 4 km,04/09/2018

1381295643,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/large-room-on-dundas-spadina-immediately/1381295643,Large room on Dundas/Spadina (immediately),"$1,100.00",< 4 km,03/09/2018

1381150396,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/down-town-toronto-near-kingston-market-upstairs-3-room-avaiable/1381150396,down town toronto near kingston market upstairs 3 room avaiable,$850.00,< 3 km,02/09/2018

1381080561,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/an-ideal-room-for-college-students-or-international-students/1381080561,An ideal room for college students or international students,$725.00,< 3 km,02/09/2018

1381018916,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent-900-breakfast-and-dinner-included/1381018916,Room for Rent $900 breakfast and dinner included!,$900.00,< 3 km,02/09/2018

1380685382,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/1-bedroom-downtown-toronto/1380685382,1 BEDROOM DOWNTOWN TORONTO,$500.00,< 2 km,01/09/2018

1380102252,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/seprerate-entrance-of-room-in-the-semi-basement/1380102252,Seprerate entrance of room in the semi-basement,$660.00,< 4 km,29/08/2018

1379965855,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-skyline-downtown-toronto-serene-infinite-available-sept/1379965855,Room @ Skyline Downtown Toronto Serene infinite Available Sept,"$1,000.00",< 5 km,28/08/2018

1379888370,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent-in-lovely-condo/1379888370,Room for rent in lovely condo,$950.00,< 3 km,28/08/2018

1379874430,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent-dufferin-and-bloor-available-immediately/1379874430,Room for rent Dufferin and Bloor available immediately,$600.00,< 3 km,28/08/2018

1379453935,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent-south-of-etobicoke/1379453935,Room for rent- south of etobicoke,$650.00,< 5 km,26/08/2018

1379222272,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/yonge-college-t-t-c-room-lux-condo:international-student-welcome/1379222272,Yonge/College T.T.C room Lux condo:International student welcome,$600.00,< 4 km,25/08/2018

1379202740,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent-south-of-etobicoke/1379202740,Room for rent - south of etobicoke,$650.00,< 5 km,25/08/2018

1378896273,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-student/1378896273,Room for student,"$1,200.00",< 5 km,24/08/2018

1378885258,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-oct-1st-bloor-bathurst-subway-annex/1378885258,Room (Oct 1st) - Bloor/Bathurst - Subway - Annex,$740.00,< 3 km,24/08/2018

1378814129,https://www.kijiji.ca/v-room-rental-roommate/petawawa/one-bedroom-apartment-for-rent/1378814129,One Bedroom Apartment for rent,"$1,100.00",< 3 km,24/08/2018

1378755441,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/fully-furnished-room-on-2-nd-floor-for-a-female-student/1378755441,Fully Furnished room on 2 nd Floor for a female student,$850.00,< 5 km,23/08/2018

1378694899,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/downtown-roommate-in-shared-apt-smoking-for-male-sept-1/1378694899,DOWNTOWN - ROOMMATE in SHARED APT - Smoking for Male - Sept 1,$825.00,< 5 km,23/08/2018

1364935184,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-with-own-kitchen-for-rent-toronto-on-september-1-2018/1364935184,"Room (with own Kitchen) for rent-Toronto, ON-  September 1, 2018",$900.00,< 2 km,21/08/2018

1378010464,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent-south-of-etobicoke/1378010464,ROOM FOR RENT- SOUTH OF ETOBICOKE,$700.00,< 5 km,20/08/2018

1345039298,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/for-female-student-october-downtown-dufferin-subway-laundry/1345039298,---> For FEMALE student October DOWNTOWN Dufferin subway Laundry,$650.00,< 2 km,19/08/2018

1377713407,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/furnished-rooms-1-min-to-uoft-st-george-college-sept-aug-only/1377713407,"FURNISHED rooms 1-min to UofT, St George/College, Sept-Aug ONLY",$795.00,< 3 km,19/08/2018

1377345404,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/rent-for-less-young-exec-living/1377345404,Rent for less (young Exec Living),$800.00,< 3 km,19/08/2018

1377614041,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/female-roomie/1377614041,Female Roomie,"$1,000.00",Near you,18/08/2018

1377604767,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent/1377604767,Room for Rent,$700.00,< 4 km,18/08/2018

